Country,Year,Direct N2O,Indirect N2O,CH4,CO2eq & AR5,CO2,Area harvested,Production,Yield,Stocks,Milk Animals,Meat Animals,Onset1,Anomaly,enso_region,pop_count,precip_pos,precip_neg,temp_pos,temp_neg
Afghanistan,1990,4.235,71.54169333333333,-704.6692333333334,1732.682590909091,1.5501999999999998,132532.13157894736,3701409.6,2515454.5454545454,175119.515625,3586927.272727273,48690.125,0,0.31916666666666665,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,1991,4.378677777777778,74.76989999999999,-721.6234666666666,1806.4719136363638,1.5874,139308.5,3880000.0,2562581.8181818184,191237.765625,3644363.6363636362,51587.333333333336,0,0.6416666666666667,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,1992,4.3038,75.62192666666667,-774.507,1786.8070181818182,1.5565333333333333,134016.7894736842,3825810.8,2497090.909090909,182372.390625,3594254.5454545454,51219.166666666664,0,0.6266666666666666,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,1993,4.3654,76.21422000000001,-778.5713,1804.1090045454546,1.5622,154563.6052631579,3793815.6,2497054.5454545454,202980.015625,3575963.6363636362,51084.75,0,0.3233333333333333,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,1994,4.578825,79.0413,-781.5062333333333,1900.7530285714286,1.644825,161374.81578947368,3959961.2,2576090.909090909,215934.140625,3657763.6363636362,51285.416666666664,0,0.48,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,1995,4.7935625,83.32315333333332,-783.0552666666666,2014.109495238095,1.7112749999999999,157133.94736842104,4009862.0,2601345.4545454546,226387.6875,3740444.0,51437.958333333336,0,-0.17083333333333336,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,1996,4.629077777777777,93.85624000000001,-784.8136333333333,2178.0439590909086,1.6283888888888889,159221.47368421053,4248800.0,2812145.4545454546,234265.828125,3958527.272727273,51532.6875,0,-0.45916666666666667,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,1997,5.123333333333333,102.80586,-786.4666333333332,2421.7032863636364,1.8035999999999999,160618.7894736842,4729600.0,3104818.1818181816,255158.578125,4387272.7272727275,51595.291666666664,0,1.1708333333333332,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,1998,5.550066666666668,109.59480666666667,-787.1983999999999,2620.3220772727273,1.9681333333333333,163873.23684210525,5130800.0,3400781.8181818184,266675.859375,4817040.7272727275,51824.270833333336,0,-0.05499999999999999,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,1999,5.9912,119.84110000000001,-788.0373,2881.2605863636363,2.1354,150080.47368421053,5450800.0,3694636.3636363638,254262.484375,5312804.7272727275,52089.416666666664,0,-1.2241666666666666,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,2000,5.150522222222222,102.8323,-787.9148333333333,2429.490040909091,1.8603333333333336,143024.55263157896,4688800.0,3277727.272727273,197112.515625,4682882.909090909,52136.479166666664,0,-0.8450000000000001,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,2001,4.518922222222223,85.62342666666667,50.145900000000005,2344.7825409090906,1.6284666666666665,126556.78947368421,4208000.0,2786618.1818181816,184128.265625,3956426.1818181816,52868.229166666664,1,-0.31083333333333335,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,2002,5.388666666666667,109.23296,53.126200000000004,2911.667668181818,1.8232555555555559,134147.05263157896,3729840.0,2443545.4545454546,262024.859375,3771937.4545454546,52924.145833333336,0,0.66,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,2003,5.552477777777778,112.35613333333332,53.53796666666667,3001.3846909090908,1.8697333333333335,174434.94736842104,3730400.0,2479454.5454545454,283826.09375,3875345.8181818184,52622.083333333336,0,0.2325,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,2004,5.496733333333334,111.23623333333333,54.50483333333333,2972.5875454545453,1.8929444444444445,155370.52631578947,3907840.0,2662363.6363636362,255320.203125,4051640.3636363638,53981.270833333336,0,0.445,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,2005,5.773188888888889,128.228755,987.0977099999998,3945.987357142857,1.9401222222222225,177909.86842105264,4110240.0,2677618.1818181816,321889.328125,4066529.8181818184,51198.583333333336,0,0.041666666666666664,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,2006,5.521344444444444,115.35706666666667,73.5005,3054.1895681818187,1.8296666666666666,175518.07894736843,3850400.0,2394190.909090909,296025.875,3800887.272727273,50907.833333333336,0,0.08749999999999998,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,2007,5.442344444444445,117.30609333333334,66.12150000000001,3069.0464045454546,1.7499888888888888,177393.2894736842,4794400.0,2070754.5454545454,337580.421875,3413006.3636363638,51769.5625,0,-0.6175,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,2008,5.820666666666666,130.71648,90.3751,3401.088818181818,1.9230777777777779,161731.57894736843,4846120.0,2561818.1818181816,278629.46875,4116488.909090909,51649.166666666664,0,-0.7841666666666667,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,2009,6.288799999999999,133.27768666666668,122.44843333333334,3528.8206727272727,2.0562,187934.2894736842,4714400.0,2701090.909090909,370801.9375,4306489.636363637,64841.583333333336,0,0.28583333333333333,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,2010,6.938199999999999,153.57331333333332,152.85533333333333,4028.2580772727274,2.2708666666666666,176617.92105263157,5146400.0,3070490.909090909,347420.375,4848979.636363637,56057.333333333336,0,-0.48666666666666664,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,2011,7.075277777777777,153.86072000000001,48.92966666666668,4014.58005,2.3625333333333334,167440.15789473685,5412171.2,3140354.5454545454,299279.09375,5155705.090909091,55351.8125,0,-0.8641666666666667,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,2012,7.159133333333333,151.77504666666667,39.0214,3978.2826136363637,2.3512000000000004,184925.65789473685,5372062.0,3038000.0,358332.859375,4961402.181818182,55178.104166666664,0,-0.14,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,2013,7.247855555555556,161.334125,1057.55926,5788.769121428571,2.364133333333333,186172.1052631579,5234000.4,2944909.090909091,363890.3125,4787555.090909091,57915.125,0,-0.31916666666666665,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,2014,7.757955555555556,153.05486666666667,-11.52273333333333,4064.0748227272725,2.529122222222222,197803.55263157896,5394722.0,2994612.8181818184,407110.171875,4874108.7272727275,56402.104166666664,0,0.11416666666666668,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,2015,6.923744444444444,144.70332666666667,-4.791299999999997,3791.7004636363636,2.2998555555555558,170580.55263157896,5225737.6,3011820.909090909,373174.484375,4934202.363636363,49146.0625,1,1.4574999999999998,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,2016,7.6326,141.79524666666666,112.08766666666666,3885.4000954545454,2.5303888888888886,181103.5,5197550.0,2961319.8181818184,404386.953125,4887063.454545454,44841.5625,0,0.33083333333333337,WA,20082293.9797,1.0,0.0,0.0,0.0
Afghanistan,2017,7.971322222222223,137.72343333333336,95.8167,3851.5219772727273,2.6646555555555556,154413.94736842104,5266367.2,3048620.909090909,375170.921875,4963376.909090909,57118.208333333336,0,-0.2025,WA,20082293.9797,1.0,0.0,0.0,0.0
Albania,1990,1.951988888888889,28.461035294117643,473.4432363636363,961.9709592592592,0.6763333333333333,40233.318181818184,826108.0,432109.0909090909,74792.43333333333,610084.8333333334,46427.40625,0,0.31916666666666665,WA,3060376.487,0.0,0.0,0.0,0.0
Albania,1991,1.3738000000000001,28.70118823529412,443.7790363636364,886.7168666666666,0.49473333333333336,28198.0,889182.0,444327.2727272727,53685.0,621034.0,35410.15625,0,0.6416666666666667,WA,3060376.487,0.0,0.0,0.0,0.0
Albania,1992,1.2895999999999999,28.402976470588236,297.7978545454546,811.4699037037036,0.4689888888888889,26364.590909090908,961860.0,535682.0909090909,58973.95,631232.0,40512.875,0,0.6266666666666666,WA,3060376.487,0.0,0.0,0.0,0.0
Albania,1993,1.3920000000000001,30.313899999999997,241.58743636363636,836.1447666666667,0.5029999999999999,31514.909090909092,1079512.0,563917.8181818182,70543.66666666667,667766.0,42615.09375,0,0.3233333333333333,WA,3060376.487,0.0,0.0,0.0,0.0
Albania,1994,1.6919333333333333,38.22445294117647,258.9539181818182,1027.4077296296296,0.6192777777777777,32455.31818181818,1272452.0,699117.7272727273,77461.58333333333,858359.3333333334,54052.03125,0,0.48,WA,3060376.487,0.0,0.0,0.0,0.0
Albania,1995,1.6773999999999998,39.220041176470595,251.0973090909091,1040.9264666666668,0.6143333333333333,29294.590909090908,1342412.0,719336.3636363636,84955.43333333333,855889.5,61062.03125,0,-0.17083333333333336,WA,3060376.487,0.0,0.0,0.0,0.0
Albania,1996,1.4478666666666669,39.705625,243.14999999999998,1013.4199961538462,0.5270666666666667,27533.31818181818,1134406.0,671393.8181818182,85941.08333333333,701844.6666666666,65126.25,0,-0.45916666666666667,WA,3060376.487,0.0,0.0,0.0,0.0
Albania,1997,1.3632666666666668,37.2356625,221.60012727272726,948.9153923076924,0.4936777777777778,27926.18181818182,1057606.0,637736.5454545454,79821.11666666667,658281.5,62277.15625,0,1.1708333333333332,WA,3060376.487,0.0,0.0,0.0,0.0
Albania,1998,1.4448666666666667,35.47968125,207.47466363636366,920.7133538461538,0.5187333333333333,27854.954545454544,1032806.0,661845.0909090909,82600.93333333333,631286.75,64107.03125,0,-0.05499999999999999,WA,3060376.487,0.0,0.0,0.0,0.0
Albania,1999,1.3419222222222222,36.53365625,217.9381181818182,933.4015692307693,0.48940000000000006,24882.090909090908,1065206.0,666236.0909090909,80250.31666666667,658522.75,64617.15625,0,-1.2241666666666666,WA,3060376.487,0.0,0.0,0.0,0.0
Albania,2000,1.4287222222222222,38.31086111111111,434.84288181818187,999.1029966666666,0.5170666666666667,24434.636363636364,1078406.0,720769.1818181818,85615.51666666666,659467.8333333334,65868.125,0,-0.8450000000000001,WA,3060376.487,0.0,0.0,0.0,0.0
Albania,2001,1.371722222222222,37.091861111111115,8.50490000000001,812.9154633333334,0.49758888888888886,22731.454545454544,1065206.0,719678.0909090909,86921.03333333334,637679.1666666666,65658.4375,0,-0.31083333333333335,WA,3060376.487,0.0,0.0,0.0,0.0
Albania,2002,1.6222,36.07943888888889,-25.38103636363637,809.0880833333334,0.5763333333333334,21840.090909090908,1018806.0,727140.8181818182,88431.35,608626.0,68431.28125,0,0.66,WA,3060376.487,0.0,0.0,0.0,0.0
Albania,2003,1.6350111111111112,36.509255555555555,-107.14173636363635,786.9895933333333,0.5838666666666668,21841.227272727272,1058012.0,728195.4545454546,88278.78333333334,634091.6666666666,59353.5,0,0.2325,WA,3060376.487,0.0,0.0,0.0,0.0
Albania,2004,1.5731888888888887,35.352650000000004,-45.92058181818185,783.91154,0.5610666666666666,21133.045454545456,994012.0,789654.7272727273,90034.93333333333,600744.3333333334,59164.71875,0,0.445,WA,3060376.487,0.0,0.0,0.0,0.0
Albania,2005,1.5770666666666666,34.83877222222222,-58.908636363636376,770.7730300000001,0.5613333333333332,21152.81818181818,977212.0,778230.1818181818,91587.41666666667,596486.9166666666,60515.65625,0,0.041666666666666664,WA,3060376.487,0.0,0.0,0.0,0.0
Albania,2006,1.4920666666666669,34.19728888888889,-20.132263636363675,766.45746,0.5345888888888889,20807.363636363636,1018408.0,795805.1818181818,93829.33333333333,605248.6666666666,64482.8125,0,0.08749999999999998,WA,3060376.487,0.0,0.0,0.0,0.0
Albania,2007,1.4562666666666668,32.37686111111111,-71.51000909090912,713.9379933333333,0.5229444444444444,19465.090909090908,957612.0,1003391.1818181818,91395.38333333333,587672.0,63297.9375,0,-0.6175,WA,3060376.487,0.0,0.0,0.0,0.0
Albania,2008,1.3934000000000002,30.11702222222222,-115.87360909090913,647.4216466666668,0.4995444444444444,21942.909090909092,916412.0,767190.1818181818,97919.36666666667,564528.3333333334,66988.125,0,-0.7841666666666667,WA,3060376.487,0.0,0.0,0.0,0.0
Albania,2009,1.4029999999999998,28.550744444444447,-141.67885454545456,611.6314566666666,0.5013888888888889,21428.18181818182,886412.0,791232.0909090909,101798.71666666666,544943.0,69720.34375,0,0.28583333333333333,WA,3060376.487,0.0,0.0,0.0,0.0
Albania,2010,1.3863222222222222,29.205042857142853,-246.97311,601.67125,0.4964,21267.5,907212.0,784348.1818181818,108905.45,552827.5,72134.40625,0,-0.48666666666666664,WA,3060376.487,0.0,0.0,0.0,0.0
Albania,2011,1.4363222222222223,29.041785714285716,-150.33307999999997,647.6929541666667,0.5116111111111111,21480.31818181818,913212.0,809542.6363636364,113608.66666666667,542904.6666666666,73865.8125,0,-0.8641666666666667,WA,3060376.487,0.0,0.0,0.0,0.0
Albania,2012,1.4332666666666667,29.62532142857143,-163.14898999999997,652.02625,0.512,21588.863636363636,944674.4,593221.9090909091,116853.93333333333,561812.25,75634.6875,0,-0.14,WA,3060376.487,0.0,0.0,0.0,0.0
Albania,2013,1.4010555555555555,29.597957142857144,-154.711,648.8067166666666,0.5027444444444444,21453.772727272728,969849.6,598737.0909090909,117727.61666666667,578567.8333333334,77984.21875,0,-0.31916666666666665,WA,3060376.487,0.0,0.0,0.0,0.0
Albania,2014,1.4209333333333334,29.950628571428574,-144.63056,662.1108375,0.5110666666666667,21645.136363636364,988632.0,622635.3636363636,118453.08333333333,594876.75,80263.34375,0,0.11416666666666668,WA,3060376.487,0.0,0.0,0.0,0.0
